run_id,return_value
1,21.067932213368994
2,18.984929423298947
3,15.346591534829193
4,18.99516785739676
5,18.94422505808965
6,7.5952568716220155
7,11.21007025647673
8,12.214045116580499
9,15.273103639986621
10,0.7607227263410729
11,12.650043175812543
12,1.7092388652961614
13,17.45910398862641
14,12.460408258838553
15,12.785209516506663
16,17.424863232459675
17,16.67368819627625
18,20.53545212979093
19,9.835113465393233
20,6.269723927335815
21,12.777974801597528
22,22.59660310917443
23,9.63243822593678
24,12.777974801597528
25,17.508882120083484
26,0.5978867048755144
27,23.80021569664856
28,25.399297556606555
29,9.090865572357254
30,3.598250695770183
31,5.197493438816819
32,8.520303892111158
33,-8.057178026577576
34,15.2121480096573
35,25.31953352492775
36,7.163931628743779
37,19.12567295130115
38,14.936939716266348
39,14.324287355806703
40,21.337865788628687
41,15.04756591711452
42,21.227380923684798
43,18.00165834325322
44,18.78720598255296
45,0.6597069817787193
46,17.2341757387031
47,14.234410682297824
48,12.803715311078566
49,16.344508253139505
50,16.391798665348166
51,14.841639965800166
52,26.232324715210716
53,19.173143514410878
54,13.206082227282682
55,14.241235734670578
56,2.919890243387724
57,10.098252328393738
58,20.53545212979093
59,7.8388085489985695
60,17.571395398538023
61,9.093617185645744
62,15.278810758738079
63,22.492439218026473
64,22.572980566609438
65,11.412849591400908
66,15.281415699022077
67,8.761569600014832
68,11.04725050032731
69,9.925499235969347
70,14.806110558189848
71,23.588490609453153
72,15.53808435013267
73,24.53048165581399
74,11.122036212803497
75,15.924067759829947
76,17.387800833783693
77,14.987660667354252
78,2.222901920583191
79,15.2121480096573
80,17.55956338568432
81,23.546675621446205
82,11.810463072668384
83,12.438340146505245
84,19.492146195418233
85,23.766741230535917
86,12.626169020897263
87,4.3851655906486275
88,13.939146833222988
89,17.128260601792807
90,9.736658388500597
91,21.717927142266593
92,6.97216273703002
93,6.708443894781054
94,6.649183402373304
95,14.91038405775027
96,12.434854675968191
97,23.282854150319913
98,9.235183288794909
99,18.36722814369125
100,2.567197338478291
