run_id,return_value
1,18.53455159503708
2,2.2830997705964884
3,8.555366024538372
4,10.582357580805125
5,4.635540451214308
6,2.8973782567689126
7,9.968293659922749
8,4.929368694108516
9,6.5156805571437815
10,19.247728413887945
11,0.4723544081362989
12,9.24689360235005
13,13.688700394443941
14,21.4950094021668
15,10.218786287446918
16,19.258341199871435
17,4.585630139479342
18,18.47350299948799
19,7.589992859318044
20,14.661558306014363
21,18.13090768789366
22,9.06310191034489
23,26.144224013726735
24,0.0
25,19.528761162212046
26,14.81902321854879
27,16.718849704271282
28,20.294065839999117
29,19.07501050195942
30,17.75367518566512
31,17.74568142145556
32,14.312314928375223
33,18.640715034757864
34,12.242018352360827
35,22.144662618873
36,22.57721573401618
37,22.154941872182775
38,19.528761162212046
39,22.565316462353962
40,19.14189446253814
41,14.916887488592975
42,17.833114500661456
43,15.200269082342201
44,5.1126369347081395
45,18.415856552437365
46,10.014635390763994
47,9.399576080352652
48,11.549184257059094
49,18.202465896427388
50,18.47631497107557
51,13.087793377221523
52,25.249671470357214
53,16.313756188090217
54,3.3639233134268145
55,21.08378346291143
56,20.52769392899351
57,7.743280389761836
58,10.014635390763994
59,9.627313814319082
60,-3.28104948642153
61,3.51149096620371
62,19.828203177205484
63,11.291319744346362
64,19.406467523678476
65,23.11288457180793
66,12.828845856107103
67,18.023850166834436
68,23.02552461523687
69,16.08982453248844
70,4.189315961210314
71,20.953392564391418
72,5.272438565841227
73,20.567038156374068
74,14.55379947001049
75,9.198350777478733
76,21.00483023384191
77,17.404086730293685
78,15.329089858878342
79,20.8496046046805
80,15.489167040086953
81,11.814016728305528
82,16.699127796915874
83,13.257699434708138
84,-3.1614809030249376
85,18.159697890763994
86,8.145062499999998
87,22.80693515111675
88,24.056348702486844
89,13.883838847161638
90,16.191248311531353
91,12.688246773908753
92,3.2353354497370903
93,21.480143194586805
94,19.78684627668769
95,10.673729509136098
96,3.910957880423259
97,10.843742788256403
98,15.47714534558403
99,23.99074727068259
100,11.218631177250234
